Marker,Genotyp,Lab_parameter,N,Median,Q1,Q3,Priemer,SD
HFE_overall,all_wt,Imunoblot ANA: PCNA,126,0.0,0.0,0.0,0.048,0.217
HFE_overall,any_het,Imunoblot ANA: PCNA,55,0.0,0.0,0.0,0.008,0.04
HFE_overall,all_wt,Imunoblot ANA: SmD1,125,0.0,0.0,0.0,0.011,0.074
HFE_overall,any_het,Imunoblot ANA: SmD1,55,0.0,0.0,0.0,0.012,0.062
HFE_overall,all_wt,Imunoblot ANA: SS-B/La,122,0.0,0.0,0.0,0.133,0.669
HFE_overall,any_het,Imunoblot ANA: SS-B/La,55,0.0,0.0,0.0,0.046,0.116
HFE_overall,all_wt,p-ANCA,82,1.29,0.632,2.19,1.694,1.602
HFE_overall,any_het,p-ANCA,32,1.08,0.72,2.248,1.595,1.523
HFE_overall,all_wt,c-ANCA,80,1.345,0.688,2.325,2.309,3.37
HFE_overall,any_het,c-ANCA,32,1.41,0.535,2.225,2.141,2.458
HFE_overall,all_wt,Troponín T hs,99,8.0,0.08,28.5,23.204,45.129
HFE_overall,any_het,Troponín T hs,68,8.0,0.026,26.75,101.808,619.904
HFE_overall,any_hom,Troponín T hs,15,10.0,8.0,136.5,80.743,105.963
HFE_overall,all_wt,Interleukín -6,78,29.55,9.55,81.85,1055.263,5899.936
HFE_overall,any_het,Interleukín -6,29,26.2,10.1,81.5,99.555,189.018
HFE_overall,any_hom,Interleukín -6,6,1.75,1.55,1.95,1.95,0.641
HFE_overall,all_wt,Kalcium ionizované_S,108,1.05,0.938,1.141,1.001,0.237
HFE_overall,any_het,Kalcium ionizované_S,25,1.14,1.11,1.224,1.169,0.135
HFE_overall,all_wt,D_dimer INOV,55,1000.0,520.0,4290.0,4076.182,8194.668
HFE_overall,any_het,D_dimer INOV,29,3470.0,270.0,9190.0,5589.31,6159.04
HFE_overall,any_hom,D_dimer INOV,6,190.0,190.0,205.0,190.0,51.769
HFE_overall,all_wt,T Ly_CD3+,37,80.0,71.0,83.0,76.676,10.22
HFE_overall,any_het,T Ly_CD3+,14,77.5,75.0,80.0,76.214,8.145
HFE_overall,all_wt,Ak.TLyCD3+HLADR+_ap,37,159.0,113.0,243.0,250.919,277.777
HFE_overall,any_het,Ak.TLyCD3+HLADR+_ap,14,143.5,112.75,167.5,139.571,47.898
HFE_overall,all_wt,Lymfocyty,37,27.0,17.0,33.0,25.378,11.875
HFE_overall,any_het,Lymfocyty,14,23.5,18.5,27.5,22.5,6.501
HFE_overall,all_wt,Leukocyty,37,6.9,5.0,8.2,7.186,3.851
HFE_overall,any_het,Leukocyty,14,5.75,4.2,7.0,7.243,5.796
HFE_overall,all_wt,Aktiv.TLy_CD3+HLADR+,37,12.0,9.0,18.0,13.649,6.949
HFE_overall,any_het,Aktiv.TLy_CD3+HLADR+,14,9.5,7.0,12.75,11.143,6.062
HFE_overall,all_wt,T Ly_CD3+_ a.p.,37,1302.0,830.0,1668.0,1320.432,863.915
HFE_overall,any_het,T Ly_CD3+_ a.p.,14,1083.0,898.0,1238.0,1046.857,348.93
HFE_overall,all_wt,Pomoc.TLy_CD4+_a.p,37,743.0,494.0,1101.0,813.676,472.469
HFE_overall,any_het,Pomoc.TLy_CD4+_a.p,13,733.0,605.0,899.0,718.462,286.212
HFE_overall,all_wt,Pomoc.TLy_CD4+,37,50.0,44.0,59.0,49.054,12.671
HFE_overall,any_het,Pomoc.TLy_CD4+,13,52.0,48.0,59.0,49.538,14.892
HFE_overall,all_wt,B Ly _CD19+_ a.p.,37,138.0,66.0,177.0,143.027,101.91
HFE_overall,any_het,B Ly _CD19+_ a.p.,13,109.0,77.0,181.0,122.615,60.646
HFE_overall,all_wt,NKbb._CD16+CD56+_ap,37,156.0,77.0,238.0,202.622,187.272
HFE_overall,any_het,NKbb._CD16+CD56+_ap,13,213.0,113.0,224.0,180.308,69.09
HFE_overall,all_wt,NKbb._ CD16+CD56+,37,11.0,7.0,14.0,12.054,7.168
HFE_overall,any_het,NKbb._ CD16+CD56+,13,13.0,11.0,16.0,14.385,8.94
HFE_overall,all_wt,Cyt.TLy_CD8+,37,23.0,18.0,31.0,24.838,9.296
HFE_overall,any_het,Cyt.TLy_CD8+,13,23.0,22.0,26.0,24.308,8.38
HFE_overall,all_wt,B Ly_ CD19+,37,9.0,6.0,11.0,9.676,6.663
HFE_overall,any_het,B Ly_ CD19+,13,9.0,6.0,12.0,8.615,3.429
HFE_overall,all_wt,Imunoreg.index_IRI,37,2.1,1.4,3.1,2.359,1.244
HFE_overall,any_het,Imunoreg.index_IRI,13,2.2,1.9,2.5,2.346,1.099
HFE_overall,all_wt,Cyt.TLy_CD8+_a.p,37,360.0,188.0,510.0,457.919,499.974
HFE_overall,any_het,Cyt.TLy_CD8+_a.p,13,302.0,231.0,393.0,320.231,99.183
HFE_overall,all_wt,Žlčové kyseliny,11,6.0,4.2,80.1,64.864,109.637
HFE_overall,all_wt,anti TPO_S,35,41.55,28.0,199.65,286.895,480.138
HFE_overall,any_het,anti TPO_S,8,28.0,16.415,38.45,184.868,450.749
HFE_overall,all_wt,Krvný obr._DIFF_RET: Bazofily_#,103,0.01,0.01,0.03,0.03,0.047
HFE_overall,any_het,Krvný obr._DIFF_RET: Bazofily_#,40,0.01,0.008,0.022,0.018,0.021
HFE_overall,any_hom,Krvný obr._DIFF_RET: Bazofily_#,5,0.01,0.01,0.01,0.014,0.009
HFE_overall,all_wt,Krvný obr._DIFF_RET: Stredná konc._HGB,103,30.7,29.1,33.85,31.799,3.979
HFE_overall,any_het,Krvný obr._DIFF_RET: Stredná konc._HGB,40,30.45,27.95,33.05,30.25,4.514
HFE_overall,any_hom,Krvný obr._DIFF_RET: Stredná konc._HGB,5,30.7,30.3,33.9,32.4,2.943
HFE_overall,all_wt,Krvný obr._DIFF_RET: Stred. far.konc._HGB,103,336.0,324.0,348.5,335.165,18.901
HFE_overall,any_het,Krvný obr._DIFF_RET: Stred. far.konc._HGB,40,323.5,318.75,337.0,327.225,16.551
HFE_overall,any_hom,Krvný obr._DIFF_RET: Stred. far.konc._HGB,5,328.0,324.0,337.0,328.6,9.209
HFE_overall,all_wt,Krvný obr._DIFF_RET: Stredný objem_RBC,103,92.2,87.35,98.5,94.842,10.441
HFE_overall,any_het,Krvný obr._DIFF_RET: Stredný objem_RBC,40,93.4,87.0,99.225,92.225,11.757
HFE_overall,any_hom,Krvný obr._DIFF_RET: Stredný objem_RBC,5,93.6,89.7,107.2,98.74,11.055
HFE_overall,all_wt,Krvný obr._DIFF_RET: Trombocyty_PLT,103,199.0,121.0,281.5,205.155,122.261
HFE_overall,any_het,Krvný obr._DIFF_RET: Trombocyty_PLT,40,192.5,112.75,243.75,206.0,150.324
HFE_overall,any_hom,Krvný obr._DIFF_RET: Trombocyty_PLT,5,234.0,214.0,270.0,250.8,113.213
HFE_overall,all_wt,Krvný obr._DIFF_RET: Retikulocyty_#,103,50.0,35.3,73.25,65.379,54.155
HFE_overall,any_het,Krvný obr._DIFF_RET: Retikulocyty_#,40,51.25,33.95,76.15,63.938,48.864
HFE_overall,any_hom,Krvný obr._DIFF_RET: Retikulocyty_#,5,44.2,44.1,50.2,45.38,6.266
HFE_overall,all_wt,Krvný obr._DIFF_RET: Erytrocyty_RBC,103,3.82,3.155,4.385,3.75,0.897
HFE_overall,any_het,Krvný obr._DIFF_RET: Erytrocyty_RBC,40,3.925,3.445,4.6,4.111,0.944
HFE_overall,any_hom,Krvný obr._DIFF_RET: Erytrocyty_RBC,5,4.46,3.09,4.64,3.992,0.913
HFE_overall,all_wt,Krvný obr._DIFF_RET: Leukocyty_WBC,103,6.5,4.9,8.65,7.855,5.014
HFE_overall,any_het,Krvný obr._DIFF_RET: Leukocyty_WBC,40,5.9,4.6,7.325,6.905,4.472
HFE_overall,any_hom,Krvný obr._DIFF_RET: Leukocyty_WBC,5,7.9,6.1,8.7,7.38,2.66
HFE_overall,all_wt,Krvný obr._DIFF_RET: Retikulocyty_%,103,1.3,0.9,2.2,2.063,2.604
HFE_overall,any_het,Krvný obr._DIFF_RET: Retikulocyty_%,40,1.2,0.775,1.825,1.65,1.421
HFE_overall,any_hom,Krvný obr._DIFF_RET: Retikulocyty_%,5,1.0,0.9,1.7,1.22,0.444
HFE_overall,all_wt,Krvný obr._DIFF_RET: Hemoglobín_HGB,103,118.0,103.5,132.0,117.146,23.585
HFE_overall,any_het,Krvný obr._DIFF_RET: Hemoglobín_HGB,40,119.0,109.25,127.5,122.05,24.239
HFE_overall,any_hom,Krvný obr._DIFF_RET: Hemoglobín_HGB,5,135.0,114.0,140.0,127.4,20.428
HFE_overall,all_wt,Krvný obr._DIFF_RET: Bazofily_%,103,0.2,0.1,0.5,0.417,0.532
HFE_overall,any_het,Krvný obr._DIFF_RET: Bazofily_%,40,0.2,0.075,0.325,0.325,0.442
HFE_overall,any_hom,Krvný obr._DIFF_RET: Bazofily_%,5,0.1,0.1,0.2,0.24,0.261
HFE_overall,all_wt,Krvný obr._DIFF_RET: Hematokrit_HCT,103,0.344,0.318,0.396,0.35,0.071
HFE_overall,any_het,Krvný obr._DIFF_RET: Hematokrit_HCT,40,0.362,0.336,0.398,0.372,0.065
HFE_overall,any_hom,Krvný obr._DIFF_RET: Hematokrit_HCT,5,0.399,0.351,0.416,0.387,0.055
HFE_overall,all_wt,ABR_artéria: HCO3_B - akt.,123,21.6,18.1,25.05,21.356,6.003
HFE_overall,any_het,ABR_artéria: HCO3_B - akt.,41,20.6,18.4,23.8,21.18,4.7
HFE_overall,all_wt,ABR_artéria: O2_B sat,123,96.4,89.95,98.7,91.142,12.423
HFE_overall,any_het,ABR_artéria: O2_B sat,41,95.0,88.4,97.1,91.72,9.096
HFE_overall,all_wt,ABR_artéria: pH_B,123,7.377,7.332,7.427,7.357,0.13
HFE_overall,any_het,ABR_artéria: pH_B,41,7.361,7.228,7.45,7.345,0.124
HFE_overall,all_wt,ABR_artéria: HCO3_B -  stand.,123,21.2,18.95,24.6,21.472,5.073
HFE_overall,any_het,ABR_artéria: HCO3_B -  stand.,41,21.8,18.2,23.6,21.115,4.187
HFE_overall,all_wt,ABR_artéria: BB_B,123,43.5,39.3,46.8,42.563,6.959
HFE_overall,any_het,ABR_artéria: BB_B,41,43.5,38.2,45.7,42.159,5.452
HFE_overall,all_wt,ABR_artéria: BE_B,123,-3.6,-6.7,0.4,-3.708,6.852
HFE_overall,any_het,ABR_artéria: BE_B,41,-2.8,-7.6,-0.9,-4.037,5.442
HFE_overall,all_wt,Krvný obr._DIFF_RET: Monocyty_#,103,0.53,0.365,0.74,0.603,0.362
HFE_overall,any_het,Krvný obr._DIFF_RET: Monocyty_#,39,0.52,0.325,0.7,0.522,0.272
HFE_overall,any_hom,Krvný obr._DIFF_RET: Monocyty_#,5,0.56,0.43,0.6,0.498,0.137
HFE_overall,all_wt,Krvný obr._DIFF_RET: Eozinofily_%,103,1.8,0.6,2.9,1.961,1.712
HFE_overall,any_het,Krvný obr._DIFF_RET: Eozinofily_%,39,1.9,1.2,3.85,3.797,5.723
HFE_overall,any_hom,Krvný obr._DIFF_RET: Eozinofily_%,5,0.9,0.6,1.5,1.12,0.672
HFE_overall,all_wt,Krvný obr._DIFF_RET: Lymfocyty_#,103,1.27,0.92,1.745,1.419,0.83
HFE_overall,any_het,Krvný obr._DIFF_RET: Lymfocyty_#,39,1.09,0.765,1.46,1.184,0.525
HFE_overall,any_hom,Krvný obr._DIFF_RET: Lymfocyty_#,5,1.52,1.41,1.62,1.582,0.293
HFE_overall,all_wt,Krvný obr._DIFF_RET: Eozinofily_#,103,0.1,0.04,0.18,0.128,0.125
HFE_overall,any_het,Krvný obr._DIFF_RET: Eozinofily_#,39,0.09,0.07,0.3,0.284,0.643
HFE_overall,any_hom,Krvný obr._DIFF_RET: Eozinofily_#,5,0.09,0.04,0.1,0.084,0.059
HFE_overall,all_wt,Krvný obr._DIFF_RET: Monocyty_%,103,7.7,5.7,10.4,8.648,4.19
HFE_overall,any_het,Krvný obr._DIFF_RET: Monocyty_%,39,8.3,6.05,10.8,8.595,3.395
HFE_overall,any_hom,Krvný obr._DIFF_RET: Monocyty_%,5,7.0,6.4,7.7,6.98,0.968
HFE_overall,all_wt,Krvný obr._DIFF_RET: Lymfocyty_%,103,19.9,14.6,28.1,21.178,10.092
HFE_overall,any_het,Krvný obr._DIFF_RET: Lymfocyty_%,39,20.2,14.5,25.15,20.274,7.7
HFE_overall,any_hom,Krvný obr._DIFF_RET: Lymfocyty_%,5,24.8,15.0,26.0,24.94,12.805
HFE_overall,all_wt,Krvný obr._DIFF_RET: Neutrofily_%,103,68.4,60.9,74.1,67.796,12.415
HFE_overall,any_het,Krvný obr._DIFF_RET: Neutrofily_%,39,66.2,59.4,73.95,67.005,9.769
HFE_overall,any_hom,Krvný obr._DIFF_RET: Neutrofily_%,5,66.5,64.1,78.0,66.72,13.922
HFE_overall,all_wt,ABR_artéria: PO2_B,123,11.35,8.07,17.38,12.869,6.431
HFE_overall,any_het,ABR_artéria: PO2_B,41,9.83,8.31,12.33,10.605,3.718
HFE_overall,all_wt,ABR_artéria: PCO2_B,123,4.91,4.345,5.93,5.069,1.248
HFE_overall,any_het,ABR_artéria: PCO2_B,41,5.33,4.28,5.94,5.353,1.705
HFE_overall,all_wt,Krvný obr._DIFF_RET: Nezrelé formy RET,102,8.45,5.025,15.525,11.503,8.699
HFE_overall,any_het,Krvný obr._DIFF_RET: Nezrelé formy RET,40,6.95,4.675,9.925,8.728,6.891
HFE_overall,any_hom,Krvný obr._DIFF_RET: Nezrelé formy RET,5,3.4,2.6,11.3,7.36,6.583
HFE_overall,all_wt,Krvný obr._DIFF_RET: Neutrofily_#,103,4.11,3.03,6.215,5.668,4.664
HFE_overall,any_het,Krvný obr._DIFF_RET: Neutrofily_#,39,3.8,2.92,4.785,4.416,2.687
HFE_overall,any_hom,Krvný obr._DIFF_RET: Neutrofily_#,5,5.08,4.09,6.78,5.196,2.605
HFE_overall,all_wt,Meď_S,182,17.9,14.5,21.6,18.758,5.582
HFE_overall,any_het,Meď_S,92,17.62,15.038,21.07,18.309,5.111
HFE_overall,all_wt,Krvný obr._DIFF_RET: Šírka dist.kriv._RBC,103,14.5,13.4,16.25,15.149,2.302
HFE_overall,any_het,Krvný obr._DIFF_RET: Šírka dist.kriv._RBC,39,14.9,13.65,17.1,15.477,2.315
HFE_overall,any_hom,Krvný obr._DIFF_RET: Šírka dist.kriv._RBC,5,13.8,13.4,13.9,13.64,0.907
HFE_overall,all_wt,Diff.rozpočet_ WBC: Lymfocyty,6,0.23,0.135,0.302,0.238,0.157
HFE_overall,all_wt,Beta2 mikroglob. _S,84,2.8,2.2,3.8,3.501,2.314
HFE_overall,any_het,Beta2 mikroglob. _S,38,3.5,2.55,5.375,4.153,2.247
HFE_overall,all_wt,Diff.rozpočet_ WBC: Neutrofilné segmenty,7,0.54,0.31,0.695,0.524,0.24
HFE_overall,all_wt,NT-proBNP,80,1336.0,469.0,4690.25,5426.725,11288.417
HFE_overall,any_het,NT-proBNP,62,1023.5,224.0,8076.0,4671.161,6450.508
HFE_overall,any_hom,NT-proBNP,7,10249.0,70.5,22770.0,13316.571,15013.448
HFE_overall,all_wt,CCP,36,1.935,0.908,5.478,3.441,3.646
HFE_overall,any_het,CCP,17,1.6,0.24,3.04,2.005,1.974
HFE_overall,all_wt,Calprotektin,7,317.74,9.47,510.585,298.769,307.683
HFE_overall,all_wt,Diff.rozpočet_ WBC: Monocyty,7,0.06,0.025,0.06,0.044,0.025
HFE_overall,all_wt,Krvný obr._DIFF_RET: Stredný objem_PLT,91,10.9,10.2,11.8,10.974,1.107
HFE_overall,any_het,Krvný obr._DIFF_RET: Stredný objem_PLT,33,11.2,10.5,12.0,11.194,1.052
HFE_overall,any_hom,Krvný obr._DIFF_RET: Stredný objem_PLT,5,10.2,10.1,10.2,10.28,0.356
HFE_overall,all_wt,CVK_S,119,46.8,31.55,61.65,46.879,18.838
HFE_overall,any_het,CVK_S,75,46.3,33.4,59.55,47.281,18.232
HFE_overall,all_wt,NVK_S,115,29.9,9.8,41.7,28.503,19.488
HFE_overall,any_het,NVK_S,74,29.25,13.4,41.75,29.488,18.041
HFE_overall,all_wt,Trombínový čas,101,18.7,16.0,21.2,18.998,3.327
HFE_overall,any_het,Trombínový čas,53,18.3,16.2,21.3,19.526,5.174
HFE_overall,all_wt,ANA  HEp-2,42,6.735,2.05,8.978,14.066,45.735
HFE_overall,any_het,ANA  HEp-2,19,3.77,1.865,6.325,4.207,2.975
HFE_overall,all_wt,dsDNA IgG,41,3.53,1.77,8.35,18.525,55.127
HFE_overall,any_het,dsDNA IgG,18,2.61,1.35,3.73,4.256,6.185
HFE_overall,all_wt,anti- transglut. IgA,6,1.76,0.985,58.658,31.948,48.857
HFE_overall,all_wt,anti TG_S,30,26.0,15.0,185.25,110.833,139.674
HFE_overall,any_het,anti TG_S,8,17.0,15.0,21.5,31.25,38.806
HFE_overall,all_wt,AFP_S,119,3.41,2.33,5.78,164.791,1525.645
HFE_overall,any_het,AFP_S,60,3.655,2.19,6.225,422.487,2366.123
HFE_overall,all_wt,CIK_S,5,68.0,68.0,68.0,63.6,11.589
HFE_overall,all_wt,Etanol v sére,115,0.03,0.03,0.042,0.307,0.786
HFE_overall,any_het,Etanol v sére,72,0.03,0.03,0.077,0.347,0.837
HFE_overall,all_wt,Prealbumín_S,13,0.2,0.09,0.31,0.205,0.13
HFE_overall,any_het,Prealbumín_S,6,0.255,0.158,0.27,0.207,0.095
HFE_overall,all_wt,Cholinesteráza_S,117,121.39,79.18,176.25,132.467,71.48
HFE_overall,any_het,Cholinesteráza_S,53,140.0,97.72,178.79,137.734,59.45
HFE_overall,all_wt,Glykémia_5/4,107,9.3,6.45,14.3,10.858,5.78
HFE_overall,any_het,Glykémia_5/4,41,7.2,5.2,10.6,8.124,3.953
HFE_overall,all_wt,Imunoblot Liver Pro: SLA,102,0.0,0.0,0.0,0.009,0.073
HFE_overall,any_het,Imunoblot Liver Pro: SLA,45,0.0,0.0,0.0,0.096,0.5
HFE_overall,all_wt,Imunoblot Liver Pro: LKM1,102,0.0,0.0,0.0,0.045,0.171
HFE_overall,any_het,Imunoblot Liver Pro: LKM1,45,0.0,0.0,0.0,0.093,0.294
HFE_overall,all_wt,Imunoblot Liver Pro: AMA-M2,102,0.0,0.0,0.0,0.049,0.108
HFE_overall,any_het,Imunoblot Liver Pro: AMA-M2,45,0.0,0.0,0.0,0.088,0.194
HFE_overall,all_wt,Diff.rozpočet_ WBC: Neutrofil.nesegmenty,6,0.055,0.028,0.09,0.058,0.041
HFE_overall,all_wt,Imunoblot Liver Pro: Sp100,102,0.0,0.0,0.0,0.075,0.575
HFE_overall,any_het,Imunoblot Liver Pro: Sp100,45,0.0,0.0,0.0,0.022,0.149
HFE_overall,all_wt,Imunoblot Liver Pro: LC1,102,0.0,0.0,0.0,0.058,0.184
HFE_overall,any_het,Imunoblot Liver Pro: LC1,45,0.0,0.0,0.0,0.067,0.146
HFE_overall,all_wt,Imunoblot Liver Pro: gp210,102,0.0,0.0,0.32,0.241,0.518
HFE_overall,any_het,Imunoblot Liver Pro: gp210,45,0.23,0.0,0.35,0.325,0.637
HFE_overall,all_wt,CEA _S,41,1.905,1.265,4.2,26.922,148.976
HFE_overall,any_het,CEA _S,27,2.183,1.469,5.122,7.396,11.654
HFE_overall,all_wt,AMAM2,88,1.025,0.355,1.848,1.598,2.009
HFE_overall,any_het,AMAM2,40,0.58,0.288,1.545,2.066,4.275
HFE_overall,all_wt,IgE celkové FOOKE,21,22.62,15.11,52.4,92.278,210.267
HFE_overall,any_het,IgE celkové FOOKE,12,23.005,17.222,104.955,142.248,281.243
HFE_overall,all_wt,Močový sediment: Valce,52,1.0,0.0,1.0,1.173,1.723
HFE_overall,any_het,Močový sediment: Valce,32,1.0,0.0,2.25,1.844,3.352
HFE_overall,all_wt,CA 19-9_S,39,7.8,3.03,21.8,287.614,1294.814
HFE_overall,any_het,CA 19-9_S,27,5.8,2.0,28.25,5442.646,26917.231
HFE_overall,all_wt,SLA a LP,81,0.83,0.45,1.37,1.444,2.248
HFE_overall,any_het,SLA a LP,37,0.79,0.59,0.97,4.671,20.594
HFE_overall,all_wt,LKM1,83,0.3,0.095,0.645,0.601,1.135
HFE_overall,any_het,LKM1,37,0.46,0.24,0.8,0.692,0.978
HFE_overall,all_wt,NSE_S,76,13.88,10.86,17.818,15.585,6.98
HFE_overall,any_het,NSE_S,31,15.73,13.47,24.12,18.977,9.606
HFE_overall,all_wt,Osmolalita_S,34,291.0,284.0,299.75,293.676,17.047
HFE_overall,any_het,Osmolalita_S,11,288.0,284.5,294.0,289.091,7.968
HFE_overall,all_wt,HBDH_S,7,4.6,4.0,5.95,6.571,5.613
HFE_overall,any_het,HBDH_S,9,3.5,2.7,7.5,6.533,6.897
HFE_overall,all_wt,Haptoglobín_S,92,1.01,0.428,1.728,1.19,0.988
HFE_overall,any_het,Haptoglobín_S,46,0.69,0.272,1.352,0.961,0.953
HFE_overall,all_wt,Glykémia_5/3,74,8.55,6.3,12.525,9.954,4.983
HFE_overall,any_het,Glykémia_5/3,34,6.7,5.15,8.8,8.05,4.488
HFE_overall,all_wt,Antitrombín III,59,79.0,54.4,100.65,81.271,37.136
HFE_overall,any_het,Antitrombín III,31,62.8,46.85,69.2,63.239,21.926
HFE_overall,all_wt,Proteinúria kvant._U,27,0.129,0.092,0.262,0.345,0.633
HFE_overall,any_het,Proteinúria kvant._U,19,0.279,0.108,0.606,0.48,0.53
HFE_overall,all_wt,Factor V,82,110.1,72.825,164.15,114.838,51.107
HFE_overall,any_het,Factor V,38,78.95,55.65,128.975,91.708,48.926
HFE_overall,all_wt,Kreatinín_U (zbier.),21,5190.0,3750.0,6462.0,5604.205,2828.36
HFE_overall,any_het,Kreatinín_U (zbier.),19,6070.0,3615.0,8875.0,6379.632,3340.301
HFE_overall,all_wt,LC1,70,0.81,0.39,1.36,0.98,0.885
HFE_overall,any_het,LC1,26,0.645,0.512,1.225,0.954,0.731
HFE_overall,all_wt,anti- transglut. IgG,6,5.96,0.668,64.99,30.342,42.378
HFE_overall,all_wt,Amoniak_P,60,60.5,47.75,78.0,61.233,23.525
HFE_overall,any_het,Amoniak_P,55,50.0,37.5,91.0,70.891,55.292
HFE_overall,all_wt,Tub. resorbcia,19,97.45,96.885,98.5,95.956,6.526
HFE_overall,any_het,Tub. resorbcia,18,98.655,97.73,98.982,97.076,4.102
HFE_overall,all_wt,Amyláza_U (jednoráz),64,5.365,2.128,18.235,33.351,119.625
HFE_overall,any_het,Amyláza_U (jednoráz),10,3.485,2.162,6.7,6.74,7.909
HFE_overall,any_hom,Amyláza_U (jednoráz),11,13.86,9.3,36.515,24.305,21.793
HFE_overall,all_wt,Glykémia_5/2,60,10.5,7.65,13.325,10.815,4.349
HFE_overall,any_het,Glykémia_5/2,27,9.9,7.4,12.75,10.322,3.198
HFE_overall,all_wt,ASCA IgG,11,3.66,2.75,9.185,13.872,29.598
HFE_overall,all_wt,ASCA IgA,11,3.96,2.02,14.13,31.604,61.731
HFE_overall,all_wt,Punktát_WBC,65,0.18,0.08,0.38,0.528,1.032
HFE_overall,any_het,Punktát_WBC,51,0.17,0.09,0.295,0.4,1.193
HFE_overall,all_wt,DGP IgA,12,0.85,0.458,1.918,7.293,17.019
HFE_overall,all_wt,DGP IgG,12,1.72,0.682,4.812,12.209,23.844
HFE_overall,all_wt,HbA1c %,38,7.05,6.125,9.55,7.816,2.32
HFE_overall,any_het,HbA1c %,16,7.1,6.35,8.0,6.975,1.252
HFE_overall,all_wt,HbA1c,38,54.5,43.65,83.25,63.282,26.528
HFE_overall,any_het,HbA1c,16,55.0,46.25,64.925,53.625,14.192
HFE_overall,all_wt,DNP / Nucleo-h /,10,1.325,0.645,1.947,2.251,3.362
HFE_overall,any_het,DNP / Nucleo-h /,5,0.5,0.0,0.57,0.474,0.534
HFE_overall,all_wt,AMA-M2,63,1.45,0.645,2.54,2.262,3.088
HFE_overall,any_het,AMA-M2,38,1.295,0.785,2.5,6.255,26.035
HFE_overall,all_wt,IGG4,64,0.668,0.293,1.218,1.016,1.206
HFE_overall,any_het,IGG4,30,0.438,0.228,1.319,0.777,0.746
HFE_overall,all_wt,ABR_kapilára: HCO3_B - akt.,15,22.5,18.55,24.25,21.693,4.017
HFE_overall,all_wt,ABR_kapilára: PCO2_B,15,4.44,4.01,4.795,4.437,0.54
HFE_overall,all_wt,ABR_kapilára: HCO3_B -  stand.,15,23.2,20.05,25.0,22.767,3.315
HFE_overall,all_wt,ABR_kapilára: O2_B sat,15,92.9,90.8,94.05,92.48,3.03
HFE_overall,all_wt,ABR_kapilára: PO2_B,15,8.15,7.625,8.845,8.617,1.854
HFE_overall,all_wt,ABR_kapilára: pH_B,15,7.441,7.391,7.46,7.428,0.038
HFE_overall,all_wt,ABR_kapilára: BE_B,15,-1.4,-5.3,0.8,-1.973,4.09
HFE_overall,all_wt,ABR_kapilára: BB_B,15,46.6,41.75,48.55,45.113,4.536
HFE_overall,all_wt,Glykémia_5/1,52,7.2,4.7,10.425,7.85,4.107
HFE_overall,any_het,Glykémia_5/1,21,5.2,3.8,8.4,6.143,2.793
HFE_overall,all_wt,Laktát_P_artéria,41,2.0,1.2,2.3,3.598,6.607
HFE_overall,all_wt,Laktát_P,46,2.4,2.0,3.175,2.711,1.335
HFE_overall,any_het,Laktát_P,20,2.95,2.6,3.725,3.155,0.998
HFE_overall,all_wt,Solub.transf.recep_S,14,0.945,0.607,1.78,1.483,1.31
HFE_overall,any_het,Solub.transf.recep_S,6,1.505,0.987,2.728,1.842,1.106
HFE_overall,all_wt,anti-SLA/LP,54,0.89,0.643,1.425,1.513,2.125
HFE_overall,any_het,anti-SLA/LP,35,0.83,0.49,1.405,1.746,3.796
HFE_overall,all_wt,anti-LKM-1,53,0.26,0.04,0.74,0.534,0.624
HFE_overall,any_het,anti-LKM-1,35,0.25,0.1,0.395,0.335,0.386
HFE_overall,all_wt,CA 72-4_S,22,1.25,0.947,2.48,8.114,23.262
HFE_overall,any_het,CA 72-4_S,11,1.89,1.31,2.63,29.004,89.885
HFE_overall,all_wt,anti transglutam.IgA,11,1.13,0.5,2.635,2.22,2.883
HFE_overall,all_wt,CYFRA  21-1_S,22,1.805,1.268,2.75,10.91,27.993
HFE_overall,any_het,CYFRA  21-1_S,10,3.975,1.92,7.03,25.474,62.26
HFE_overall,all_wt,Glykémia_3/3,50,10.9,6.4,14.6,11.166,5.466
HFE_overall,any_het,Glykémia_3/3,16,6.05,4.825,8.625,7.212,3.171
HFE_overall,all_wt,Kortizol_S_ a.m.,15,426.0,190.0,662.0,505.8,479.855
HFE_overall,any_het,Kortizol_S_ a.m.,7,582.0,254.5,790.0,1065.714,1628.892
HFE_overall,all_wt,Glykémia_3/2,47,10.5,8.35,13.45,10.798,5.027
HFE_overall,any_het,Glykémia_3/2,18,9.8,7.45,11.75,9.861,3.28
HFE_overall,all_wt,PSAc_S,14,0.566,0.467,2.323,1.598,1.756
HFE_overall,any_het,PSAc_S,11,0.47,0.382,1.625,1.186,1.386
HFE_overall,all_wt,Chol.celk._ascites,45,1.29,1.29,1.29,1.327,0.281
HFE_overall,any_het,Chol.celk._ascites,30,1.29,1.29,1.29,1.391,0.551
HFE_overall,all_wt,Kortizol_S,29,313.0,144.0,467.0,303.897,187.658
HFE_overall,any_het,Kortizol_S,11,395.0,244.0,608.0,415.909,248.109
HFE_overall,all_wt,Signál Meď,49,2.25,1.1,3.55,2.842,2.598
HFE_overall,any_het,Signál Meď,23,1.9,0.875,2.93,2.624,2.676
HFE_overall,all_wt,Bielkovina_ ascites,42,17.95,13.1,25.425,19.164,9.593
