Marker,Genotyp,Lab_parameter,N,Median,Q1,Q3,Priemer,SD
HFE_H63D,wt,LDH_ascites,47,1.1,0.8,1.65,1.6,1.773
HFE_H63D,het,GF-(S+U)-dospelí,16,1.75,0.865,2.005,1.601,0.943
HFE_H63D,wt,GF-(S+U)-dospelí,21,1.09,0.57,1.45,1.093,0.688
HFE_H63D,het,GF(S)-Cockroft,16,1.13,1.032,1.782,1.294,0.602
HFE_H63D,wt,GF(S)-Cockroft,21,0.97,0.72,1.26,1.094,0.67
HFE_H63D,het,Cu_U_diuréza,15,0.66,0.19,0.97,0.696,0.633
HFE_H63D,wt,Cu_U_diuréza,54,0.51,0.322,0.792,0.742,0.834
HFE_H63D,het,Glykémia_3/1,13,4.5,4.0,6.6,5.3,2.144
HFE_H63D,wt,Glykémia_3/1,46,6.25,4.65,9.75,7.724,3.985
HFE_H63D,wt,Elementy_CSF: Ly_CSF,12,4.0,0.75,7.0,10.25,17.147
HFE_H63D,het,Triacylglyc._ascites,22,0.51,0.372,0.675,0.62,0.402
HFE_H63D,wt,Triacylglyc._ascites,47,0.36,0.3,0.45,0.382,0.132
HFE_H63D,wt,Chloridy_CSF,12,124.5,123.5,127.25,125.333,3.576
HFE_H63D,het,CA 125_S,9,29.3,13.8,1612.0,1043.011,1774.941
HFE_H63D,wt,CA 125_S,18,16.15,7.825,25.375,20.661,18.826
HFE_H63D,wt,Glukóza_CSF,12,4.17,3.18,4.21,3.902,0.702
HFE_H63D,wt,CB_CSF,12,0.45,0.385,0.578,0.494,0.181
HFE_H63D,wt,Elementy_CSF: Le_CSF,12,2.0,0.75,4.25,5.75,12.241
HFE_H63D,wt,Chloridy_U (zbieraný,8,52.0,19.0,117.75,75.875,71.543
HFE_H63D,wt,Kálium_U (zbieraný),8,20.9,13.85,25.0,18.638,8.597
HFE_H63D,wt,Nátrium_U (zbieraný),8,68.0,42.75,112.5,84.625,62.0
HFE_H63D,wt,Addisov sediment: Valce,6,0.0,0.0,0.75,0.333,0.516
HFE_H63D,wt,Addisov sediment: Leukocyty,6,2.0,1.25,2.75,5.833,9.908
HFE_H63D,wt,Addisov sediment: Erytrocyty,6,2.0,1.0,3.75,3.167,3.656
HFE_H63D,wt,Laktát_CSF,11,2.1,1.85,2.35,2.155,0.446
HFE_H63D,het,C-Peptid_S,12,2.775,2.145,3.16,2.648,0.963
HFE_H63D,wt,C-Peptid_S,19,2.27,1.235,4.085,3.384,3.114
HFE_H63D,het,Kreatinín_UJ (jednor,7,6380.0,5434.45,8510.0,6936.129,3059.045
HFE_H63D,wt,Kreatinín_UJ (jednor,20,9055.0,6507.5,12347.025,9921.695,5936.662
HFE_H63D,het,Albumín_U (jednoráz),7,8.53,5.985,61.0,55.071,85.69
HFE_H63D,wt,Albumín_U (jednoráz),20,11.25,6.658,22.725,125.575,476.993
HFE_H63D,wt,ACLA IgG/M/A,9,1.55,1.45,2.76,2.743,3.16
HFE_H63D,wt,CA 15-3_S,12,26.7,22.375,38.9,40.175,42.846
HFE_H63D,het,Glukóza_pleur.punkt.,19,6.18,5.74,6.53,6.184,1.585
HFE_H63D,wt,Glukóza_pleur.punkt.,35,6.94,5.94,7.955,7.239,1.681
HFE_H63D,het,MIA_UJ (album/kreat),5,63.56,9.67,224.51,109.93,116.668
HFE_H63D,wt,MIA_UJ (album/kreat),19,9.61,6.295,38.29,144.228,531.734
HFE_H63D,wt,Pankreat. elastáza,7,500.0,376.555,500.0,399.923,169.841
HFE_H63D,wt,Protrombín IgM,8,2.49,2.062,4.448,5.052,6.073
HFE_H63D,wt,Protrombín IgG,8,5.175,3.682,8.998,7.815,7.309
HFE_H63D,wt,Parathormón_S,13,46.4,42.7,282.6,164.254,212.291
HFE_H63D,wt,Beta2-Glyco-Check,7,2.19,1.37,3.485,2.543,1.536
HFE_H63D,wt,SCCA_S,8,1.6,0.95,1.925,1.45,0.578
HFE_H63D,wt,Prolaktín_S,8,16.35,14.175,27.125,18.425,8.416
HFE_H63D,wt,Lupus antikoagulans1,9,37.2,34.3,38.7,40.889,11.686
HFE_H63D,wt,FSH _S,7,5.0,4.8,93.4,45.229,50.714
HFE_H63D,wt,LH_S,6,7.35,3.175,39.65,20.4,23.971
HFE_H63D,wt,Glukóza_kapil._sólo,14,10.7,7.448,21.025,14.079,8.057
HFE_H63D,wt,Protein C,8,96.85,88.4,106.25,96.962,28.747
HFE_H63D,het,Krvný obraz_RET: Trombocyty_PLT,6,198.0,168.75,239.25,222.833,119.045
HFE_H63D,wt,Krvný obraz_RET: Trombocyty_PLT,20,132.0,88.0,217.5,166.35,108.161
HFE_H63D,het,Krvný obraz_RET: Hemoglobín_HGB,6,115.0,104.75,119.25,110.833,18.148
HFE_H63D,wt,Krvný obraz_RET: Hemoglobín_HGB,20,102.5,87.25,124.0,102.4,23.128
HFE_H63D,het,Krvný obraz_RET: Leukocyty_WBC,6,5.4,4.8,7.575,6.133,2.486
HFE_H63D,wt,Krvný obraz_RET: Leukocyty_WBC,20,6.6,4.075,8.9,7.13,4.073
HFE_H63D,het,Krvný obraz_RET: Nezrelé formy RET,6,5.95,2.15,12.15,9.567,11.163
HFE_H63D,wt,Krvný obraz_RET: Nezrelé formy RET,20,12.8,4.1,19.8,15.28,13.023
HFE_H63D,het,Krvný obraz_RET: Stredná konc._HGB,6,32.05,31.325,32.25,31.55,5.792
HFE_H63D,wt,Krvný obraz_RET: Stredná konc._HGB,20,31.55,29.975,33.725,31.77,2.651
HFE_H63D,het,Krvný obraz_RET: Stredný objem_RBC,6,97.85,96.75,104.575,96.467,13.8
HFE_H63D,wt,Krvný obraz_RET: Stredný objem_RBC,20,94.65,89.5,99.825,95.64,7.449
HFE_H63D,het,Krvný obraz_RET: Hematokrit_HCT,6,0.358,0.296,0.375,0.341,0.056
HFE_H63D,wt,Krvný obraz_RET: Hematokrit_HCT,20,0.308,0.284,0.363,0.308,0.068
HFE_H63D,het,Krvný obraz_RET: Erytrocyty_RBC,6,3.74,2.818,4.07,3.643,1.019
HFE_H63D,wt,Krvný obraz_RET: Erytrocyty_RBC,20,3.245,2.898,3.762,3.256,0.805
HFE_H63D,het,Krvný obraz_RET: Retikulocyty_#,6,49.3,43.0,106.9,72.7,46.55
HFE_H63D,wt,Krvný obraz_RET: Retikulocyty_#,20,57.2,30.6,76.0,76.23,70.17
HFE_H63D,het,Krvný obraz_RET: Retikulocyty_%,6,1.35,1.3,2.375,2.1,1.495
HFE_H63D,wt,Krvný obraz_RET: Retikulocyty_%,20,1.95,0.975,2.3,2.63,3.022
HFE_H63D,het,Krvný obraz_RET: Stred. far.konc._HGB,6,322.5,311.0,333.25,325.833,23.37
HFE_H63D,wt,Krvný obraz_RET: Stred. far.konc._HGB,20,333.5,324.75,341.5,332.45,15.582
HFE_H63D,het,Krvný obraz_RET: Šírka dist.kriv._RBC,6,15.3,14.475,15.675,15.883,2.294
HFE_H63D,wt,Krvný obraz_RET: Šírka dist.kriv._RBC,20,15.7,14.675,19.075,16.87,3.217
HFE_H63D,wt,Estradiol _S,7,18.0,12.1,103.85,68.786,91.092
HFE_H63D,wt,PTT-LA: PTT-LA_ratio,8,0.975,0.918,0.988,0.94,0.107
HFE_H63D,wt,PTT-LA: PTT-LA_sekundy,8,25.75,23.2,26.5,25.188,2.788
HFE_H63D,wt,Diaminooxidaza,6,13.625,11.685,41.155,24.975,19.422
HFE_H63D,het,Krvný obraz_RET: Stredný objem_PLT,6,12.25,11.45,12.675,12.067,0.753
HFE_H63D,wt,Krvný obraz_RET: Stredný objem_PLT,16,10.65,10.475,11.175,10.763,0.815
HFE_H63D,wt,ProC Global,8,0.905,0.685,1.242,0.952,0.307
HFE_S65C,het,Kreatinín_S,151,73.8,60.5,85.15,83.242,43.976
HFE_S65C,wt,Kreatinín_S,2953,77.7,63.0,106.0,105.977,95.612
HFE_S65C,het,Urea_S,150,4.2,3.4,5.275,5.151,3.64
HFE_S65C,wt,Urea_S,2936,5.0,3.6,7.4,7.179,7.38
HFE_S65C,het,AST_S,143,0.67,0.45,1.355,2.434,6.037
HFE_S65C,wt,AST_S,3041,0.81,0.48,1.71,2.207,7.625
HFE_S65C,het,ALT_S,142,0.75,0.462,1.602,2.741,5.605
HFE_S65C,wt,ALT_S,3021,0.85,0.48,1.7,2.324,6.208
HFE_S65C,het,CRP_S,128,14.9,4.318,37.85,30.625,43.202
HFE_S65C,wt,CRP_S,2341,15.6,3.92,44.1,35.008,49.509
HFE_S65C,het,GMT_S,133,1.76,0.86,4.11,3.69,5.178
HFE_S65C,wt,GMT_S,2921,2.17,1.02,5.35,5.282,10.233
HFE_S65C,het,ALP_S,131,1.74,1.25,2.725,2.383,1.858
HFE_S65C,wt,ALP_S,2801,1.89,1.33,3.08,2.742,2.816
HFE_S65C,het,GF(S)- MDRD,151,1.45,1.09,1.775,1.506,0.66
HFE_S65C,wt,GF(S)- MDRD,2944,1.36,0.96,1.7,1.347,0.618
HFE_S65C,het,Kálium-S,144,4.1,3.7,4.5,4.09,0.574
HFE_S65C,wt,Kálium-S,2732,4.0,3.6,4.4,3.998,0.637
HFE_S65C,het,Nátrium-S,145,140.0,138.0,142.0,139.572,4.322
HFE_S65C,wt,Nátrium-S,2732,139.0,136.0,141.0,138.34,5.155
HFE_S65C,het,Chloridy-S,138,104.0,102.0,107.0,103.522,5.715
HFE_S65C,wt,Chloridy-S,2556,103.0,99.0,106.0,102.068,5.823
HFE_S65C,het,Glukóza_ S,131,5.41,4.705,6.285,5.702,1.454
HFE_S65C,wt,Glukóza_ S,2517,5.49,4.8,6.72,6.292,3.119
HFE_S65C,het,Albumín_S,100,31.3,26.05,37.55,31.534,7.448
HFE_S65C,wt,Albumín_S,1918,32.7,25.625,39.875,32.432,8.844
HFE_S65C,het,Krvný obr._DIFF_5pop: Hemoglobín_HGB,47,122.0,107.0,131.5,119.298,20.728
HFE_S65C,wt,Krvný obr._DIFF_5pop: Hemoglobín_HGB,1250,122.0,105.0,139.0,121.592,23.237
HFE_S65C,het,Krvný obr._DIFF_5pop: Trombocyty_PLT,47,200.0,155.0,253.0,229.383,136.396
HFE_S65C,wt,Krvný obr._DIFF_5pop: Trombocyty_PLT,1250,218.0,141.0,291.75,230.966,125.132
HFE_S65C,het,Krvný obr._DIFF_5pop: Hematokrit_HCT,47,0.371,0.324,0.404,0.363,0.062
HFE_S65C,wt,Krvný obr._DIFF_5pop: Hematokrit_HCT,1250,0.363,0.315,0.411,0.363,0.068
HFE_S65C,het,Krvný obr._DIFF_5pop: Stredný objem_RBC,47,94.1,90.65,98.2,93.579,8.076
HFE_S65C,wt,Krvný obr._DIFF_5pop: Stredný objem_RBC,1250,92.3,87.5,98.875,93.817,9.329
HFE_S65C,het,Krvný obr._DIFF_5pop: Leukocyty_WBC,47,5.9,4.7,7.45,6.479,3.123
HFE_S65C,wt,Krvný obr._DIFF_5pop: Leukocyty_WBC,1250,7.05,5.4,9.9,8.362,5.01
HFE_S65C,het,Krvný obr._DIFF_5pop: Erytrocyty_RBC,47,3.9,3.435,4.41,3.91,0.759
HFE_S65C,wt,Krvný obr._DIFF_5pop: Erytrocyty_RBC,1250,3.925,3.29,4.56,3.912,0.852
HFE_S65C,het,Krvný obr._DIFF_5pop: Stred.far.konc._HGB,47,328.0,322.0,340.0,328.787,13.325
HFE_S65C,wt,Krvný obr._DIFF_5pop: Stred.far.konc._HGB,1250,336.0,326.0,345.0,335.27,15.845
HFE_S65C,het,Krvný obr._DIFF_5pop: Stredná konc._HGB,47,31.3,30.45,32.05,30.781,3.14
HFE_S65C,wt,Krvný obr._DIFF_5pop: Stredná konc._HGB,1250,30.7,29.3,33.5,31.486,3.733
HFE_S65C,het,Krvný obr._DIFF_5pop: Lymfocyty_%,47,13.5,11.05,19.6,16.157,8.201
HFE_S65C,wt,Krvný obr._DIFF_5pop: Lymfocyty_%,1250,20.5,13.0,28.575,20.96,10.594
HFE_S65C,het,Krvný obr._DIFF_5pop: Lymfocyty_#,47,0.89,0.6,1.31,0.983,0.512
HFE_S65C,wt,Krvný obr._DIFF_5pop: Lymfocyty_#,1250,1.37,0.91,1.888,1.511,0.9
HFE_S65C,het,Krvný obr._DIFF_5pop: Bazofilily_#,47,0.01,0.01,0.02,0.012,0.011
HFE_S65C,wt,Krvný obr._DIFF_5pop: Bazofilily_#,1250,0.02,0.01,0.03,0.028,0.034
HFE_S65C,het,Krvný obr._DIFF_5pop: Bazofily_%,47,0.2,0.1,0.3,0.219,0.209
HFE_S65C,wt,Krvný obr._DIFF_5pop: Bazofily_%,1250,0.3,0.1,0.5,0.376,0.355
HFE_S65C,het,Krvný obr._DIFF_5pop: Eozinofily_%,47,2.9,1.5,3.95,4.243,5.049
HFE_S65C,wt,Krvný obr._DIFF_5pop: Eozinofily_%,1249,1.7,0.7,3.1,2.193,2.102
HFE_S65C,het,Krvný obr._DIFF_5pop: Monocyty_#,47,0.53,0.405,0.65,0.563,0.225
HFE_S65C,wt,Krvný obr._DIFF_5pop: Monocyty_#,1249,0.58,0.42,0.78,0.645,0.361
HFE_S65C,het,Krvný obr._DIFF_5pop: Monocyty_%,47,9.2,7.3,10.6,9.026,2.208
HFE_S65C,wt,Krvný obr._DIFF_5pop: Monocyty_%,1249,7.9,6.0,10.2,8.492,3.875
HFE_S65C,het,Krvný obr._DIFF_5pop: Eozinofily_#,47,0.14,0.075,0.19,0.257,0.316
HFE_S65C,wt,Krvný obr._DIFF_5pop: Eozinofily_#,1249,0.12,0.05,0.21,0.152,0.145
HFE_S65C,het,Krvný obr._DIFF_5pop: Šírka dist.kriv._RBC,47,14.9,13.8,16.4,15.34,2.056
HFE_S65C,wt,Krvný obr._DIFF_5pop: Šírka dist.kriv._RBC,1250,14.55,13.4,16.3,15.153,2.346
HFE_S65C,het,Krvný obr._DIFF_5pop: Neutrofily_%,47,71.6,64.7,78.05,70.355,10.024
HFE_S65C,wt,Krvný obr._DIFF_5pop: Neutrofily_%,1248,67.8,58.9,76.6,67.888,12.854
HFE_S65C,het,Krvný obr._DIFF_5pop: Neutrofily_#,47,4.12,3.145,5.16,4.669,2.885
HFE_S65C,wt,Krvný obr._DIFF_5pop: Neutrofily_#,1248,4.575,3.248,7.008,6.011,4.722
HFE_S65C,het,Krvný obr._DIFF_5pop: Stredný objem_PLT,46,10.8,10.1,11.275,10.704,0.893
HFE_S65C,wt,Krvný obr._DIFF_5pop: Stredný objem_PLT,1218,10.8,10.1,11.6,10.92,1.215
HFE_S65C,het,Bielkoviny_S,85,69.8,64.3,74.8,69.334,7.5
HFE_S65C,wt,Bielkoviny_S,1681,69.7,62.1,75.3,68.622,9.596
HFE_S65C,het,Bili-celkový_S,129,20.0,13.2,49.1,46.926,63.744
HFE_S65C,wt,Bili-celkový_S,2673,24.6,11.4,76.5,73.527,114.701
HFE_S65C,het,Bili-priamy_S,126,8.35,3.9,32.225,30.857,50.022
HFE_S65C,wt,Bili-priamy_S,2646,11.0,3.6,53.5,52.338,94.02
HFE_S65C,het,Krvný obraz: Hemoglobín_HGB,111,123.0,101.0,138.5,119.18,25.561
HFE_S65C,wt,Krvný obraz: Hemoglobín_HGB,1837,115.0,97.0,135.0,116.328,23.937
HFE_S65C,het,Krvný obraz: Stredný objem_RBC,111,90.0,85.55,98.05,92.449,10.573
HFE_S65C,wt,Krvný obraz: Stredný objem_RBC,1837,94.4,89.6,100.7,95.575,9.26
HFE_S65C,het,Krvný obraz: Stredná konc._ HGB,111,30.7,28.7,32.35,30.614,4.424
HFE_S65C,wt,Krvný obraz: Stredná konc._ HGB,1837,31.4,29.8,33.8,31.76,3.546
HFE_S65C,het,Krvný obraz: Leukocyty_WBC,111,5.9,4.7,7.15,6.227,2.26
HFE_S65C,wt,Krvný obraz: Leukocyty_WBC,1837,7.3,5.6,10.0,8.39,4.844
HFE_S65C,het,Krvný obraz: Trombocyty_PLT,111,164.0,112.0,207.5,176.946,98.386
HFE_S65C,wt,Krvný obraz: Trombocyty_PLT,1837,177.0,113.0,253.0,193.591,109.266
HFE_S65C,het,Krvný obraz: Erytrocyty_RBC,111,4.06,3.325,4.515,3.923,0.8
HFE_S65C,wt,Krvný obraz: Erytrocyty_RBC,1837,3.7,3.04,4.35,3.705,0.837
HFE_S65C,het,Krvný obraz: Hematokrit_HCT,111,0.367,0.31,0.406,0.359,0.066
HFE_S65C,wt,Krvný obraz: Hematokrit_HCT,1837,0.35,0.298,0.402,0.35,0.068
HFE_S65C,het,Krvný obraz: Stred. far.konc._HGB,111,333.0,318.5,343.5,330.324,19.87
HFE_S65C,wt,Krvný obraz: Stred. far.konc._HGB,1837,333.0,323.0,342.0,332.09,15.339
HFE_S65C,het,Krvný obraz: Šírka dist.kriv._RBC,111,14.9,13.4,18.3,15.93,3.207
HFE_S65C,wt,Krvný obraz: Šírka dist.kriv._RBC,1828,15.2,13.675,16.9,15.624,2.515
HFE_S65C,het,Krvný obraz: Stredný objem_PLT,106,10.4,9.7,10.9,10.417,0.985
HFE_S65C,wt,Krvný obraz: Stredný objem_PLT,1731,11.0,10.3,11.7,11.07,1.012
HFE_S65C,het,Quickov test: PT_%,97,71.6,59.3,87.7,71.869,26.385
HFE_S65C,wt,Quickov test: PT_%,1965,73.0,53.5,95.7,74.766,27.053
HFE_S65C,het,Quickov test: PT_INR,97,1.17,1.06,1.34,1.372,0.729
HFE_S65C,wt,Quickov test: PT_INR,1965,1.17,1.02,1.4,1.272,0.376
HFE_S65C,het,APTT: APTT_sekundy,95,29.6,27.55,35.9,32.44,7.617
HFE_S65C,wt,APTT: APTT_sekundy,1912,29.5,26.1,33.8,30.556,7.565
HFE_S65C,het,APTT: APTT_ratio,95,1.11,1.0,1.32,1.191,0.271
HFE_S65C,wt,APTT: APTT_ratio,1911,1.08,0.97,1.23,1.121,0.243
HFE_S65C,het,Fibrinogén,94,2.835,2.047,4.0,3.02,1.369
HFE_S65C,wt,Fibrinogén,1878,2.82,2.0,3.818,3.108,1.504
HFE_S65C,het,Kalcium-S,52,2.18,2.088,2.23,2.163,0.141
HFE_S65C,wt,Kalcium-S,1014,2.15,2.01,2.28,2.141,0.206
HFE_S65C,het,Amyláza_S,66,0.76,0.502,0.99,0.799,0.37
HFE_S65C,wt,Amyláza_S,945,0.84,0.58,1.26,1.429,3.181
HFE_S65C,het,CK-celková_S,28,2.015,0.827,6.118,9.746,16.551
HFE_S65C,wt,CK-celková_S,558,1.455,0.795,2.708,5.619,30.24
HFE_S65C,het,Moč chemicky _ úplne: pH,42,6.0,5.25,7.0,6.048,0.795
HFE_S65C,wt,Moč chemicky _ úplne: pH,554,6.0,5.0,6.0,5.733,0.836
HFE_S65C,het,Moč chemicky _ úplne: Bielkoviny,42,0.3,0.0,0.3,0.293,0.323
HFE_S65C,wt,Moč chemicky _ úplne: Bielkoviny,554,0.3,0.0,0.3,0.292,0.595
HFE_S65C,het,Moč chemicky _ úplne: Ketolátky,42,0.0,0.0,0.0,0.107,0.391
HFE_S65C,wt,Moč chemicky _ úplne: Ketolátky,550,0.0,0.0,0.0,0.765,2.764
HFE_S65C,het,LD_S,13,3.23,3.01,5.32,4.694,3.018
HFE_S65C,wt,LD_S,316,3.69,3.03,5.335,5.272,6.713
HFE_S65C,het,Reumat. faktor_S,5,10.0,10.0,10.0,37.8,62.163
HFE_S65C,wt,Reumat. faktor_S,172,10.0,10.0,10.0,14.163,35.413
HFE_S65C,het,IgA_S,19,3.45,2.17,5.23,3.717,1.895
HFE_S65C,wt,IgA_S,436,2.74,1.912,4.44,3.654,2.765
HFE_S65C,het,IgG_S,20,11.75,10.825,13.0,12.866,4.48
HFE_S65C,wt,IgG_S,458,11.495,9.398,14.975,12.927,5.435
HFE_S65C,het,IgM_S,20,1.245,0.753,1.605,1.854,2.322
HFE_S65C,wt,IgM_S,454,1.13,0.752,1.71,1.434,1.331
HFE_S65C,het,ELFO_S: alfa1_globulín,22,2.84,2.26,3.412,2.877,0.785
HFE_S65C,wt,ELFO_S: alfa1_globulín,459,2.48,2.09,3.08,2.626,0.855
HFE_S65C,het,ELFO_S: alfa2_globulín,22,6.66,6.335,7.953,7.053,1.438
HFE_S65C,wt,ELFO_S: alfa2_globulín,459,6.51,5.34,7.845,6.708,1.954
HFE_S65C,het,ELFO_S: Albumín,22,35.015,30.76,41.505,35.06,7.343
HFE_S65C,wt,ELFO_S: Albumín,459,37.68,31.485,42.545,36.662,7.251
HFE_S65C,het,ELFO_S: gama_globulín,22,13.795,11.375,17.312,15.252,6.546
HFE_S65C,wt,ELFO_S: gama_globulín,454,12.435,10.032,17.443,14.576,7.214
HFE_S65C,het,"ELFO_S: beta1,2_globulín",22,8.75,7.958,10.412,8.662,2.294
HFE_S65C,wt,"ELFO_S: beta1,2_globulín",452,8.905,7.485,10.318,9.093,2.743
HFE_S65C,het,Kys. močová_S,16,316.5,204.0,456.75,339.312,154.047
HFE_S65C,wt,Kys. močová_S,327,311.0,249.5,393.0,325.318,122.876
HFE_S65C,het,ASLO_S,5,84.0,65.0,100.0,78.2,26.023
HFE_S65C,wt,ASLO_S,149,64.0,30.0,157.0,136.396,229.848
HFE_S65C,het,Železo_S,28,18.6,9.725,30.675,20.329,14.005
HFE_S65C,wt,Železo_S,638,17.7,11.0,25.1,19.308,11.13
HFE_S65C,het,Močový sediment: Leukocyty,27,28.0,11.0,2026.0,836.407,1004.426
HFE_S65C,wt,Močový sediment: Leukocyty,410,2026.0,25.25,2026.0,1259.412,973.965
HFE_S65C,het,Feritin_S,25,203.42,98.22,615.54,614.402,944.379
HFE_S65C,wt,Feritin_S,629,236.59,79.3,559.06,683.228,2134.502
HFE_S65C,het,Horčík-S,23,0.82,0.745,0.865,0.808,0.087
HFE_S65C,wt,Horčík-S,401,0.83,0.72,0.92,0.823,0.155
HFE_S65C,het,C4_S,6,0.215,0.148,0.252,0.217,0.111
HFE_S65C,wt,C4_S,195,0.22,0.16,0.29,0.232,0.1
HFE_S65C,het,C3_S,6,1.19,0.94,1.56,1.23,0.39
HFE_S65C,wt,C3_S,194,1.08,0.87,1.34,1.132,0.429
HFE_S65C,het,Prokalcitonín_S,18,0.088,0.041,0.166,0.161,0.225
HFE_S65C,wt,Prokalcitonín_S,439,0.309,0.124,0.717,1.451,5.759
HFE_S65C,het,Cholest-celk._S,15,3.23,2.355,4.945,3.68,1.685
HFE_S65C,wt,Cholest-celk._S,459,4.74,3.615,5.73,4.927,2.486
HFE_S65C,het,TSH_S,20,3.156,1.854,5.172,4.448,4.411
HFE_S65C,wt,TSH_S,327,1.924,1.188,3.375,3.05,4.8
HFE_S65C,het,Triacylglyceroly_S,14,1.0,0.827,1.598,1.329,0.761
HFE_S65C,wt,Triacylglyceroly_S,425,1.63,1.12,2.61,2.998,8.635
HFE_S65C,het,Fosfor_S,21,1.02,0.87,1.26,1.035,0.265
HFE_S65C,wt,Fosfor_S,297,1.05,0.89,1.29,1.115,0.417
HFE_S65C,wt,TPMT  Genotyp,53,1.0,1.0,1.0,1.0,0.0
HFE_S65C,het,Močový sediment: Erytrocyty,17,2026.0,16.0,2026.0,1316.294,990.563
HFE_S65C,wt,Močový sediment: Erytrocyty,278,2026.0,18.0,2026.0,1211.95,985.199
HFE_S65C,het,Cholest-HDL_S,11,1.0,0.795,1.54,1.149,0.527
HFE_S65C,wt,Cholest-HDL_S,364,1.18,0.88,1.452,1.186,0.518
HFE_S65C,het,CK-MB_S,26,0.584,0.3,1.438,1.045,1.078
HFE_S65C,wt,CK-MB_S,376,0.37,0.26,0.579,0.502,0.416
HFE_S65C,het,Transferín_S,21,2.4,2.1,2.9,2.357,0.616
HFE_S65C,wt,Transferín_S,488,2.4,1.7,2.825,2.285,0.82
HFE_S65C,het,Amoniak_B,31,58.0,48.0,76.0,61.645,22.828
HFE_S65C,wt,Amoniak_B,748,59.0,44.0,82.0,65.822,31.329
HFE_S65C,het,Cholest-LDL_S,11,1.98,1.535,2.84,2.248,0.983
HFE_S65C,wt,Cholest-LDL_S,371,2.9,2.14,3.79,3.056,1.412
HFE_S65C,het,T4f_S,14,17.25,12.675,20.225,16.729,4.888
HFE_S65C,wt,T4f_S,153,14.7,12.9,17.0,15.394,4.305
HFE_S65C,wt,Vitamin D total,27,18.7,10.95,24.7,18.522,8.182
HFE_S65C,het,Saturácia Trf,17,38.901,16.053,60.269,38.947,25.628
HFE_S65C,wt,Saturácia Trf,413,32.318,20.753,48.897,38.336,24.454
HFE_S65C,wt,Moč chemický A: pH,68,5.5,5.0,6.0,5.846,0.939
HFE_S65C,wt,Močový sediment A: Epitélie,68,0.5,0.0,3.0,5.5,16.696
HFE_S65C,wt,Moč chemický A: UBG,67,16.0,3.2,16.0,16.609,22.701
HFE_S65C,wt,Močový sediment A: Spermie,68,0.0,0.0,0.0,0.0,0.0
HFE_S65C,wt,Moč chemický A: Špec. hmotnosť,67,1.018,1.012,1.022,1.019,0.009
HFE_S65C,wt,Močový sediment A: Hlienové vlákna,68,40.5,6.5,141.0,117.074,174.215
HFE_S65C,het,Vitamín B12,16,816.5,531.0,1146.75,947.25,766.412
HFE_S65C,wt,Vitamín B12,281,662.0,373.0,1102.0,861.651,659.856
HFE_S65C,wt,Močový sediment A: Hyalínové valce,68,0.0,0.0,0.0,0.0,0.0
HFE_S65C,wt,Močový sediment A: Kvasinky,68,0.0,0.0,0.0,0.603,4.489
HFE_S65C,wt,Močový sediment A: Zhluky leukocytov,67,0.0,0.0,1.0,4.866,23.417
HFE_S65C,wt,Močový sediment A: Erytrocyty,67,4.0,4.0,8.0,129.179,408.714
HFE_S65C,wt,Močový sediment A: Baktérie,65,302.0,138.0,946.0,604.292,658.429
HFE_S65C,het,ANA,9,0.34,0.2,0.43,0.328,0.163
HFE_S65C,wt,ANA,268,0.34,0.26,0.462,0.495,0.792
HFE_S65C,wt,Močový sediment A: Leukocyty,65,7.0,3.0,30.0,76.585,196.076
HFE_S65C,wt,Močový sediment A: Kryštály,66,0.0,0.0,0.0,15.788,112.25
HFE_S65C,het,Foláty,14,4.1,3.15,6.95,5.514,4.176
HFE_S65C,wt,Foláty,279,6.4,3.55,10.6,8.022,5.807
HFE_S65C,het,T3f_S,8,2.95,2.275,3.7,2.975,0.808
HFE_S65C,wt,T3f_S,81,3.7,3.0,4.5,3.8,1.239
HFE_S65C,het,Ceruloplazmín,18,0.245,0.212,0.278,0.248,0.05
HFE_S65C,wt,Ceruloplazmín,394,0.25,0.21,0.31,0.266,0.082
HFE_S65C,het,Lipáza_S,16,3.75,2.598,9.72,5.992,4.921
HFE_S65C,wt,Lipáza_S,217,2.27,0.79,7.4,11.809,43.364
HFE_S65C,wt,Imunoblot ANA: AMA-M2,183,0.0,0.0,0.0,0.039,0.134
HFE_S65C,wt,Imunoblot ANA: U1-sn RNP,183,0.0,0.0,0.0,0.083,0.544
HFE_S65C,het,alfa1 AT_S,12,1.47,1.39,1.6,1.574,0.285
HFE_S65C,wt,alfa1 AT_S,249,1.46,1.24,1.75,1.545,0.455
HFE_S65C,wt,Imunoblot ANA: CENP-B,183,0.0,0.0,0.0,0.023,0.154
HFE_S65C,wt,Imunoblot ANA: Scl-70,183,0.0,0.0,0.0,0.03,0.21
HFE_S65C,wt,Imunoblot ANA: Mi-2,183,0.0,0.0,0.0,0.017,0.087
HFE_S65C,wt,Imunoblot ANA: Ku,183,0.0,0.0,0.0,0.025,0.153
HFE_S65C,wt,Imunoblot ANA: dsDNA,183,0.0,0.0,0.275,0.19,0.371
HFE_S65C,wt,Imunoblot ANA: Histones,183,0.0,0.0,0.0,0.071,0.195
HFE_S65C,wt,Imunoblot ANA: Nucleosomes,183,0.0,0.0,0.0,0.043,0.258
HFE_S65C,wt,Imunoblot ANA: PM-Scl,183,0.0,0.0,0.0,0.048,0.227
